id;nombre;direccion;telefono;horario;SQL
889;Yabox;676 East Junction;8878276009;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (889, 'Yabox', '676 East Junction', '8878276009', '13:00 - 21:00');"
890;Youspan;9 Walton Pass;3978860977;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (890, 'Youspan', '9 Walton Pass', '3978860977', '13:00 - 21:00');"
891;Mycat;5 Maywood Lane;4221321423;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (891, 'Mycat', '5 Maywood Lane', '4221321423', '06:00 - 14:00');"
892;Skajo;06463 Northfield Trail;4031029381;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (892, 'Skajo', '06463 Northfield Trail', '4031029381', '13:00 - 21:00');"
893;Buzzbean;931 3rd Terrace;3955918287;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (893, 'Buzzbean', '931 3rd Terrace', '3955918287', '13:00 - 21:00');"
894;Flashspan;4 Nancy Pass;4977779614;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (894, 'Flashspan', '4 Nancy Pass', '4977779614', '10:00 - 18:00');"
895;Rhynyx;1513 Glendale Alley;3315636895;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (895, 'Rhynyx', '1513 Glendale Alley', '3315636895', '11:00 - 19:00');"
896;Skalith;8957 Clarendon Drive;7555804733;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (896, 'Skalith', '8957 Clarendon Drive', '7555804733', '13:00 - 21:00');"
897;Oyoyo;8288 Brown Terrace;9045391750;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (897, 'Oyoyo', '8288 Brown Terrace', '9045391750', '12:00 - 20:00');"
898;Livepath;60989 Heffernan Road;5645212231;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (898, 'Livepath', '60989 Heffernan Road', '5645212231', '10:00 - 18:00');"
899;Yoveo;66 Lake View Place;3057896657;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (899, 'Yoveo', '66 Lake View Place', '3057896657', '13:00 - 21:00');"
900;Devpoint;42534 Johnson Crossing;6358449640;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (900, 'Devpoint', '42534 Johnson Crossing', '6358449640', '13:00 - 21:00');"
901;Meetz;44 Redwing Place;1657414613;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (901, 'Meetz', '44 Redwing Place', '1657414613', '10:00 - 18:00');"
902;Bubblemix;4289 Center Center;8843481310;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (902, 'Bubblemix', '4289 Center Center', '8843481310', '13:00 - 21:00');"
903;Jaxworks;2906 Luster Pass;8564598126;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (903, 'Jaxworks', '2906 Luster Pass', '8564598126', '10:00 - 18:00');"
904;Photobean;20316 Crowley Road;3385858653;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (904, 'Photobean', '20316 Crowley Road', '3385858653', '11:00 - 19:00');"
905;Browsezoom;8048 Kim Hill;4364983631;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (905, 'Browsezoom', '8048 Kim Hill', '4364983631', '12:00 - 20:00');"
906;Zoozzy;2584 Elmside Avenue;1347808718;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (906, 'Zoozzy', '2584 Elmside Avenue', '1347808718', '12:00 - 20:00');"
907;Wordtune;44590 Washington Center;7021378401;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (907, 'Wordtune', '44590 Washington Center', '7021378401', '07:00 - 15:00');"
908;Oyoloo;10394 Upham Place;2381521590;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (908, 'Oyoloo', '10394 Upham Place', '2381521590', '06:00 - 14:00');"
909;Trilith;77 International Lane;7177474189;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (909, 'Trilith', '77 International Lane', '7177474189', '11:00 - 19:00');"
910;Avamm;93 International Pass;6452460232;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (910, 'Avamm', '93 International Pass', '6452460232', '11:00 - 19:00');"
911;Edgeclub;08088 Stang Road;3554028775;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (911, 'Edgeclub', '08088 Stang Road', '3554028775', '07:00 - 15:00');"
912;Camimbo;0 Dottie Way;2848496157;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (912, 'Camimbo', '0 Dottie Way', '2848496157', '11:00 - 19:00');"
913;Oodoo;3580 Quincy Avenue;7621453283;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (913, 'Oodoo', '3580 Quincy Avenue', '7621453283', '08:00 - 16:00');"
914;Brainlounge;1 Ludington Court;5805609116;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (914, 'Brainlounge', '1 Ludington Court', '5805609116', '08:00 - 16:00');"
915;Dynabox;85314 Killdeer Way;8733615685;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (915, 'Dynabox', '85314 Killdeer Way', '8733615685', '10:00 - 18:00');"
916;Jamia;6519 Stang Place;8335824811;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (916, 'Jamia', '6519 Stang Place', '8335824811', '12:00 - 20:00');"
917;Rhynoodle;34752 Straubel Plaza;9854727002;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (917, 'Rhynoodle', '34752 Straubel Plaza', '9854727002', '06:00 - 14:00');"
918;Jabbertype;3721 Trailsway Drive;7531068452;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (918, 'Jabbertype', '3721 Trailsway Drive', '7531068452', '06:00 - 14:00');"
919;Topicware;7 Sunfield Trail;2037396674;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (919, 'Topicware', '7 Sunfield Trail', '2037396674', '06:00 - 14:00');"
920;Jatri;0256 Saint Paul Street;4635740713;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (920, 'Jatri', '0256 Saint Paul Street', '4635740713', '13:00 - 21:00');"
921;Riffpath;66 Forest Run Crossing;9416954048;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (921, 'Riffpath', '66 Forest Run Crossing', '9416954048', '11:00 - 19:00');"
922;Dynava;70747 Troy Crossing;2841981249;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (922, 'Dynava', '70747 Troy Crossing', '2841981249', '09:00 - 17:00');"
923;Trilia;0 Walton Circle;1817495882;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (923, 'Trilia', '0 Walton Circle', '1817495882', '11:00 - 19:00');"
924;Twinder;1 Meadow Vale Drive;3375505923;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (924, 'Twinder', '1 Meadow Vale Drive', '3375505923', '07:00 - 15:00');"
925;Avaveo;775 Hansons Hill;7551262120;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (925, 'Avaveo', '775 Hansons Hill', '7551262120', '09:00 - 17:00');"
926;Jaxspan;0198 Ridgeway Terrace;2361659495;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (926, 'Jaxspan', '0198 Ridgeway Terrace', '2361659495', '08:00 - 16:00');"
927;Twimbo;0 Sycamore Hill;2916007315;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (927, 'Twimbo', '0 Sycamore Hill', '2916007315', '06:00 - 14:00');"
928;Quire;8 Vernon Street;1333944318;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (928, 'Quire', '8 Vernon Street', '1333944318', '08:00 - 16:00');"
929;Devpoint;15 Waubesa Place;3529897799;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (929, 'Devpoint', '15 Waubesa Place', '3529897799', '13:00 - 21:00');"
930;Yoveo;6728 Muir Hill;3972626320;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (930, 'Yoveo', '6728 Muir Hill', '3972626320', '07:00 - 15:00');"
931;Trudeo;8 Pepper Wood Alley;4376370062;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (931, 'Trudeo', '8 Pepper Wood Alley', '4376370062', '06:00 - 14:00');"
932;Babblestorm;15906 Talmadge Trail;9828306934;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (932, 'Babblestorm', '15906 Talmadge Trail', '9828306934', '12:00 - 20:00');"
933;Quire;8 Kim Court;3703491326;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (933, 'Quire', '8 Kim Court', '3703491326', '13:00 - 21:00');"
934;Yozio;0885 Corry Center;9628447213;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (934, 'Yozio', '0885 Corry Center', '9628447213', '09:00 - 17:00');"
935;Dynava;36 Tony Trail;1455634718;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (935, 'Dynava', '36 Tony Trail', '1455634718', '12:00 - 20:00');"
936;Quatz;9313 Springs Park;5595957392;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (936, 'Quatz', '9313 Springs Park', '5595957392', '06:00 - 14:00');"
937;Thoughtstorm;9297 Westport Drive;9832679796;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (937, 'Thoughtstorm', '9297 Westport Drive', '9832679796', '06:00 - 14:00');"
938;Katz;0 Milwaukee Junction;5225490636;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (938, 'Katz', '0 Milwaukee Junction', '5225490636', '08:00 - 16:00');"
939;Feedfire;79423 Brickson Park Circle;2185138227;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (939, 'Feedfire', '79423 Brickson Park Circle', '2185138227', '08:00 - 16:00');"
940;Photobug;23 Bellgrove Pass;2607473089;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (940, 'Photobug', '23 Bellgrove Pass', '2607473089', '12:00 - 20:00');"
941;Voonder;77213 Stoughton Circle;2623724463;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (941, 'Voonder', '77213 Stoughton Circle', '2623724463', '13:00 - 21:00');"
942;Edgeblab;772 Sloan Trail;2843384599;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (942, 'Edgeblab', '772 Sloan Trail', '2843384599', '13:00 - 21:00');"
943;Buzzshare;29402 Bashford Court;5978344263;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (943, 'Buzzshare', '29402 Bashford Court', '5978344263', '08:00 - 16:00');"
944;Youspan;7218 Golf View Way;5748307551;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (944, 'Youspan', '7218 Golf View Way', '5748307551', '06:00 - 14:00');"
945;Leenti;2213 Montana Center;6763045023;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (945, 'Leenti', '2213 Montana Center', '6763045023', '11:00 - 19:00');"
946;Realblab;50 Washington Court;9201431205;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (946, 'Realblab', '50 Washington Court', '9201431205', '07:00 - 15:00');"
947;Yabox;7 Hudson Pass;3952479539;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (947, 'Yabox', '7 Hudson Pass', '3952479539', '11:00 - 19:00');"
948;Eadel;7994 Maryland Parkway;4199821392;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (948, 'Eadel', '7994 Maryland Parkway', '4199821392', '12:00 - 20:00');"
949;Oodoo;75 Garrison Center;6561812749;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (949, 'Oodoo', '75 Garrison Center', '6561812749', '13:00 - 21:00');"
950;Buzzster;5042 Glendale Alley;8389638153;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (950, 'Buzzster', '5042 Glendale Alley', '8389638153', '12:00 - 20:00');"
951;Yamia;33229 Ronald Regan Lane;9298481017;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (951, 'Yamia', '33229 Ronald Regan Lane', '9298481017', '11:00 - 19:00');"
952;Twitterwire;5 Brickson Park Point;7158448020;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (952, 'Twitterwire', '5 Brickson Park Point', '7158448020', '10:00 - 18:00');"
953;Yoveo;45 Meadow Valley Parkway;6691100403;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (953, 'Yoveo', '45 Meadow Valley Parkway', '6691100403', '09:00 - 17:00');"
954;Babblestorm;03733 International Crossing;9795359497;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (954, 'Babblestorm', '03733 International Crossing', '9795359497', '08:00 - 16:00');"
955;Blogpad;80 Dayton Circle;7428794751;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (955, 'Blogpad', '80 Dayton Circle', '7428794751', '11:00 - 19:00');"
956;Tagopia;690 Sutherland Parkway;7886651608;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (956, 'Tagopia', '690 Sutherland Parkway', '7886651608', '06:00 - 14:00');"
957;Browsedrive;9459 Mesta Pass;5804416260;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (957, 'Browsedrive', '9459 Mesta Pass', '5804416260', '11:00 - 19:00');"
958;Voolia;262 Mandrake Parkway;4362948866;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (958, 'Voolia', '262 Mandrake Parkway', '4362948866', '09:00 - 17:00');"
959;Innotype;7784 Summerview Crossing;2028453170;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (959, 'Innotype', '7784 Summerview Crossing', '2028453170', '08:00 - 16:00');"
960;Zooveo;0 Columbus Lane;8766625979;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (960, 'Zooveo', '0 Columbus Lane', '8766625979', '11:00 - 19:00');"
961;Youspan;1 Judy Avenue;3409682712;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (961, 'Youspan', '1 Judy Avenue', '3409682712', '12:00 - 20:00');"
962;Cogibox;71866 Westport Park;9584491736;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (962, 'Cogibox', '71866 Westport Park', '9584491736', '06:00 - 14:00');"
963;Brainlounge;8210 Glendale Avenue;4201266047;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (963, 'Brainlounge', '8210 Glendale Avenue', '4201266047', '07:00 - 15:00');"
964;Oyope;1 Shoshone Hill;8868217032;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (964, 'Oyope', '1 Shoshone Hill', '8868217032', '13:00 - 21:00');"
965;Eayo;94911 Aberg Lane;3246834952;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (965, 'Eayo', '94911 Aberg Lane', '3246834952', '07:00 - 15:00');"
966;Layo;5 Express Alley;1046446728;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (966, 'Layo', '5 Express Alley', '1046446728', '09:00 - 17:00');"
967;Yakitri;6 Mesta Parkway;3441651399;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (967, 'Yakitri', '6 Mesta Parkway', '3441651399', '07:00 - 15:00');"
968;Zoomlounge;8 Division Drive;7689667379;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (968, 'Zoomlounge', '8 Division Drive', '7689667379', '12:00 - 20:00');"
969;Divape;90 Dorton Trail;7003011574;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (969, 'Divape', '90 Dorton Trail', '7003011574', '10:00 - 18:00');"
970;Katz;119 Alpine Avenue;6215907757;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (970, 'Katz', '119 Alpine Avenue', '6215907757', '10:00 - 18:00');"
971;Zoomdog;4872 Troy Plaza;2906905174;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (971, 'Zoomdog', '4872 Troy Plaza', '2906905174', '11:00 - 19:00');"
972;Wordware;0 Mifflin Way;5473387739;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (972, 'Wordware', '0 Mifflin Way', '5473387739', '13:00 - 21:00');"
973;Devify;0084 Tennessee Pass;5225578743;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (973, 'Devify', '0084 Tennessee Pass', '5225578743', '09:00 - 17:00');"
974;Browsebug;340 Lakewood Way;7012234197;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (974, 'Browsebug', '340 Lakewood Way', '7012234197', '10:00 - 18:00');"
975;Babbleblab;84 Dixon Court;9399842015;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (975, 'Babbleblab', '84 Dixon Court', '9399842015', '13:00 - 21:00');"
976;Tekfly;121 Nevada Point;1932299339;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (976, 'Tekfly', '121 Nevada Point', '1932299339', '07:00 - 15:00');"
977;Cogilith;8 Commercial Park;8691488722;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (977, 'Cogilith', '8 Commercial Park', '8691488722', '08:00 - 16:00');"
978;Edgetag;98 Rieder Parkway;9311791635;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (978, 'Edgetag', '98 Rieder Parkway', '9311791635', '10:00 - 18:00');"
